Name,Genre,GenreCluster
Dil Hai Tumhaara,"Drama, Romance",5
Dil Hi To Hai,"Comedy, Drama, Romance",5
Dil Hi To Hai,"Drama, Romance",5
Dil Jo Bhi Kahey...,"Drama, Romance",5
Dil Jo Na Keh Saka,Romance,5
Dil Juunglee,"Comedy, Romance",5
Dil Ka Kya Kasoor,"Musical, Romance",3
Dil Ka Rishta,"Drama, Musical, Romance",3
Dil Ka Sauda,"Action, Crime, Drama",1
Dil Kabaddi,"Comedy, Drama",1
Dil Ke Pechey Pechey',"Drama, Thriller",1
Dil Ki Baazi,"Action, Drama",1
Dil Kya Kare,"Drama, Musical, Romance",3
Dil Maange More!!!,"Musical, Romance",3
Dil Ne Jise Apna Kaha,"Drama, Romance",5
Dil Ne Pukara,"Drama, Romance",5
Dil Pardesi Ho Gayaa,"Romance, Drama",5
Dil Pe Mat Le Yaar!!,Drama,1
Dil Sala Sanki,Romance,5
Dil Se..,"Drama, Romance",5
Dil Tera Aashiq,"Comedy, Drama, Romance",5
Dil Tera Diwana,"Comedy, Romance",5
Dil Tera Diwana,"Drama, Mystery",1
Dil to Pagal Hai,"Comedy, Drama, Musical",3
Dil Toh Baccha Hai Ji,"Comedy, Drama, Romance",5
Dil Toh Deewana Hai,"Drama, Romance",5
Dil Tujhko Diya,Romance,5
Dil Vil Pyar Vyar,"Drama, Musical, Romance",3
Dil... Akhir Dil Hai,Drama,1
Dilbar,"Drama, Romance",5
Dildaar,"Action, Comedy, Drama",1
Dil-E-Nadan,Romance,5
Diljalaa,"Action, Drama",1
Diljale,"Action, Drama, Romance",5
Dil-Ki-Rani (Sweet-Heart),"Comedy, Romance",5
Dillagi,"Drama, Musical, Romance",3
Dillagi,"Comedy, Drama, Romance",5
Dilliwaali Zaalim Girlfriend,"Comedy, Drama",1
Dilruba,"Crime, Drama, Mystery",1
Dilwaala,"Action, Comedy, Drama",1
Dilwale,"Action, Drama, Romance",5
Dilwale,"Action, Comedy, Drama",1
Dilwale Dulhania Le Jayenge,"Drama, Romance",5
Dilwale Dulhaniya Le Jayenge,Romance,5
Direct Ishq,"Action, Comedy, Romance",5
Dirty Politics,Drama,1
Disco Dancer,"Drama, Musical, Romance",3
Disha,"Comedy, Drama, Musical",3
Dishkiyaoon,"Action, Thriller",1
Dishoom,"Action, Adventure, Comedy",4
Divorce,"Romance, Drama",5
Divya Shakti,"Action, Drama",1
Diwana,"Drama, Romance",5
Do Anjaane,Drama,1
Do Ankhen Barah Haath,"Comedy, Crime, Drama",1
Do Aur Do Paanch,"Action, Comedy, Drama",1
Do Bhai,"Action, Crime, Drama",1
Do Bigha Zamin,Drama,1
Do Boond Pani,"Action, Drama",1
Do Chehre,Action,1
Do Dishayen,"Drama, Romance",5
Do Dooni Chaar,"Comedy, Drama",1
Do Dooni Char,"Comedy, Drama",1
Do Gaz Zameen Ke Neeche,Horror,0
Do Jasoos,"Comedy, Mystery",1
Do Kaliyaan,"Drama, Family, Musical",3
Do Knot Disturb,"Comedy, Drama",1
Do Lafzon Ki Kahani,"Action, Drama, Romance",5
Do Musafir,"Drama, Family, Romance",5
Do Nambar Ke Amir,"Crime, Drama",1
Do Numbri,Action,1
Do Phool,"Drama, Family",1
Do Phool,"Action, Comedy, Drama",1
Do Premee,"Action, Thriller",1
Do Qaidi,"Action, Thriller",1
Do Raaste,"Drama, Romance",5
Do Raha,Drama,1
Do Sholay,Action,1
Do Ustad,"Action, Crime, Drama",1
Do Waqt Ki Roti,Action,1
DOA: Death of Amar,Thriller,1
Dobaara: See Your Evil,"Horror, Mystery",0
Dobara,"Musical, Drama",3
Doctor,Drama,1
Doli,"Drama, Romance",5
Doli Saja Ke Rakhna,"Drama, Romance",5
Dolly Ki Doli,"Comedy, Romance",5
Dolly Kitty and Those Twinkling Stars,"Comedy, Drama",1
Dombivli Return,"Drama, Thriller",1
Don,"Action, Crime, Thriller",1
Don,"Action, Crime, Thriller",1
Don 2,"Action, Crime, Thriller",1
Don Muthu Swami,"Comedy, Drama",1
Dongri Ka Raja,"Action, Drama, Musical",3
Doodh Aur Apheem,"Adventure, Drama, Music",4
Doodh Ka Karz,"Action, Drama, Fantasy",1
Door Bell,Drama,1
Door Gagan Ki Chhaon Men,"Drama, Musical",3
Door Ka Raahi,Drama,1
Door Ki Awaaz,Romance,5
Doordarshan,"Comedy, Drama",1
Doosara Aadmi,"Drama, Family, Romance",5
Doosri Dulhan,"Drama, Family",1
Dor,Drama,1
Dosh,"Crime, Drama, Mystery",1
Dost,Drama,1
Dost,Action,1
Dosti,"Drama, Family, Musical",3
Dosti Dushmani,"Action, Drama",1
Dosti Ke Side Effects,Drama,1
Dosti: Friends Forever,"Drama, Romance",5
Double Cross: Ek Dhoka,Comedy,1
Double Dhamaal,"Comedy, Crime, Drama",1
Downup the Exit 796,Thriller,1
Dozakh in Search of Heaven,Drama,1
Dr. Cabbie,Comedy,1
Dr. Kotnis Ki Amar Kahani,"Biography, Drama, War",6
Dracula,Horror,0
Dracula 2012,Horror,0
Draupadi,Drama,1
Dreadlocks Story,"Documentary, History",1
Dream Girl,"Comedy, Romance",5
Dreams... Do Come True,"Drama, Music, Musical",3
Dreamz: The Movie,Drama,1
Drishti,Drama,1
Drishyam,"Crime, Drama, Mystery",1
Drive,"Action, Crime, Thriller",1
Droh Kaal,"Drama, Thriller",1
Drohi,"Action, Crime, Romance",5
Dudes in the 10th Century,Comedy,1
Duet,"Musical, Romance",3
Dulaara,Drama,1
Dulari,"Musical, Romance",3
Dulha Dulhan,"Comedy, Drama, Family",1
Dulha Mil Gaya,"Comedy, Drama, Romance",5
Dulhan Chahi Pakistan Se,"Action, Drama, Family",1
Dulhan Ek Raat Ki,"Crime, Drama, Music",1
Dulhan Hum Le Jayenge,"Comedy, Drama, Romance",5
Dulhan Wahi Jo Piya Man Bhaaye,"Musical, Drama, Family",3
Dulhe Raja,Comedy,1
Dum,"Action, Crime, Drama",1
Dum Laga Ke Haisha,"Comedy, Drama, Romance",5
Dum Maaro Dum,"Action, Crime, Drama",1
Duniya,"Action, Drama",1
Duniya Meri Jeb Mein,"Action, Thriller",1
Duniya Na Mane,Drama,1
Dunno Y 2... Life Is a Moment,"Drama, Romance",5
Dunno Y Na Jaane Kyun...,"Drama, Romance",5
Duplicate,"Action, Comedy, Crime",1
Duplicate Sholay,Comedy,1
Durdesh,"Action, Crime, Drama",1
Durga,Drama,1
Durgamati: The Myth,"Horror, Thriller",0
Dus Kahaniyaan,Drama,1
Dus Lakh,"Comedy, Drama, Musical",3
Dus Numbri,"Action, Comedy, Drama",1
Dus Tola,"Comedy, Drama",1
Dushman,"Crime, Drama, Thriller",1
Dushman,"Action, Drama",1
Dushman,Drama,1
Dushman Duniya Ka,Drama,1
Dushman Zamana,"Action, Romance",5
Dushmani: A Violent Love Story,"Action, Drama, Romance",5
Dushmun,Drama,1
Duvidha,"Drama, Fantasy, Romance",5
Dvandva,"Crime, Drama, Mystery",1
Earth,"Drama, Romance, War",6
Ebn-e-Batuta,Sci-Fi,1
Edegarike,"Crime, Drama",1
Eduruleni Manishi,"Comedy, Drama",1
Eeb Allay Ooo!,"Comedy, Drama",1
Eena Meena Deeka,"Action, Comedy, Crime",1
Eeshwar,"Drama, Musical, Family",3
Ehsaas: The Feeling,"Drama, Romance",5
Eiga Doraemon: Nobita no getsumen tansaki,"Animation, Action, Adventure",4
Eight Days,"Comedy, Drama",1
Ek Aasha,Drama,1
Ek Adhuri Kahani,Drama,1
Ek Ajnabee,"Action, Crime, Drama",1
Ek Ajooba,Family,1
Ek Alag Mausam,Drama,1
Ek Aur Ek Gyarah,"Action, Thriller",1
Ek Aur Sikander,"Action, Drama",1
Ek Baap Chhe Bete,"Comedy, Drama",1
Ek Baar Chale Aao,Drama,1
Ek Baar Kaho,"Drama, Family, Romance",5
Ek Baar Phir (Once Again),Drama,1
Ek Battey Do,Drama,1
Ek Bechara,"Action, Drama",1
Ek Chadar Maili Si,Drama,1
Ek Chalis Ki Last Local,"Adventure, Comedy, Crime",4
Ek Chhotisi Love Story,Drama,1
Ek Chitthi Pyar Bhari,Drama,1
Ek Daku Saher Mein,Action,1
Ek Dil Sau Afsane,"Comedy, Drama, Romance",5
Ek Din 24 Ghante,Thriller,1
Ek Din Achanak,Drama,1
Ek Doctor Ki Maut,"Biography, Drama",1
Ek Duuje Ke Liye,"Drama, Musical, Romance",3
Ek Gaon Ki Kahani,Drama,1
Ek Ghar,Drama,1
Ek Haseena Thi Ek Deewana Tha,Drama,1
Ek Hasina Do Diwane,"Comedy, Drama, Romance",5
Ek Hasina Thi,"Crime, Drama, Mystery",1
Ek Hi Bhool,"Drama, Family, Romance",5
Ek Hi Raasta,Action,1
Ek Hota Vidushak,"Comedy, Drama",1
Ek Jaan Hain Hum,"Family, Romance",5
Ek Kali Muskai,"Drama, Family, Romance",5
Ek Khiladi Ek Haseena,"Comedy, Crime, Thriller",1
Ek Krantiveer: Vasudev Balwant Phadke,"Action, History",1
Ek Ladka Ek Ladki,"Comedy, Romance",5
Ek Ladki Ko Dekha Toh Aisa Laga,"Comedy, Drama, Romance",5
Ek Main Aur Ek Tu,Romance,5
Ek Main Aur Ekk Tu,"Comedy, Drama, Romance",5
Ek Nanhi Munni Ladki Thi,Drama,1
Ek Number Ka Chor,"Action, Crime, Drama",1
Ek Paheli,"Drama, Horror, Mystery",0
Ek Paheli Leela,"Mystery, Romance, Thriller",5
Ek Pal,Drama,1
Ek Phool Char Kante,"Comedy, Drama, Romance",5
Ek Phool Do Mali,"Drama, Family, Musical",3
Ek Raat,"Action, Crime, Drama",1
Ek Raaz,Comedy,1
Ek Saal,"Drama, Family, Romance",5
Ek Sainik - The Tale of a warrior,"Action, Drama",1
Ek Sapera Ek Lutera,"Action, Comedy, Musical",3
Ek Se Badhkar Ek,"Action, Comedy, Crime",1
Ek Se Badhkar Ek,"Comedy, Thriller",1
Ek Se Bure Do,"Action, Comedy, Crime",1
Ek Shriman Ek Shrimati,"Drama, Romance",5
Ek Sthree,Drama,1
Ek tha Bhujang,Drama,1
Ek Tha Hero,"Drama, Family",1
Ek Tha Raja,"Action, Thriller",1
Ek Tha Tiger,"Action, Romance, Thriller",5
Ek Thi Daayan,"Horror, Romance, Thriller",0
Ek Thi Larki,Drama,1
Ek Tho Chance,Drama,1
Ek Vivaah... Aisa Bhi,"Drama, Romance",5
Ek: The Power of One,"Action, Drama, Thriller",1
Ek-Hi-Rasta,Drama,1
Ekk Deewana Tha,"Drama, Romance",5
Ekkees Tareekh Shubh Muhurat,Drama,1
Ekkees Toppon Ki Salaami,Comedy,1
Eklavya: The Royal Guard,"Action, Drama, Mystery",1
Ekram,Drama,1
Ekta,"Horror, Mystery, Thriller",0
Elaan,"Action, Crime, Thriller",1
Elaan,"Action, Drama, Musical",3
Elaan,"Action, Thriller",1
Elan,Drama,1
EMI: Liya Hai To Chukana Padega,"Comedy, Crime, Drama",1
Enakkul Oruvan,"Action, Drama",1
Encounter Dayanayak,"Action, Crime, Drama",1
Encounter: The Killing,"Crime, Drama",1
English ki taay taay fisss,"Comedy, Romance",5
English Vinglish,"Comedy, Drama, Family",1
Escape from Taliban,"Adventure, Drama, Thriller",4
Evadithe Nakenti,"Action, Crime, Drama",1
Evening Shadows,Drama,1
Everybody Says I'm Fine!,"Drama, Fantasy, Romance",5
Evil Eye,"Horror, Mystery, Thriller",0
Extraordinaari,"Drama, Family, Fantasy",1
F.A.L.T.U,"Comedy, Drama",1
Faasle,"Drama, Romance",5
Facebook Wala Pyar,"Drama, Romance",5
Faith Connections,"Documentary, Biography, Drama",1
Fakira,"Action, Drama, Thriller",1
Falak (The Sky),"Action, Crime, Drama",1
Falsafa,"Action, Drama, Thriller",1
Family of Thakurganj,"Action, Drama",1
Family: Ties of Blood,"Action, Crime, Drama",1
Famous Pandey,Drama,1
Fan,"Action, Drama, Thriller",1
Fanaa,"Action, Drama, Romance",5
Faraar,"Action, Crime, Drama",1
Faraar,"Mystery, Thriller",1
Faraib,"Action, Thriller",1
Fareb,"Action, Crime, Drama",1
Fareb,"Drama, Thriller",1
Farishta Ya Qatil,"Action, Drama",1
Farz,"Action, Crime, Thriller",1
Farz Ki Jung,Drama,1
Fashion,"Drama, Family",1
Fashion,"Drama, Romance",5
Fast Forward,"Action, Drama, Musical",3
Fastey Fasaatey,"Drama, Romance",5
Fate,"Drama, Romance",5
Fate,Drama,1
Fatso!,"Comedy, Fantasy, Romance",5
Fauji Calling,Drama,1
Faulad,"Action, Adventure, Drama",4
Feast of Varanasi,"Crime, Drama, Thriller",1
Ferrari Ki Sawaari,"Comedy, Drama, Family",1
'Ferry',"Drama, Family",1
Fever,"Crime, Mystery",1
Fida,"Action, Crime, Drama",1
Fiffty Fiffty,"Action, Comedy, Musical",3
Fight Club: Members Only,"Action, Crime",1
Filhaal...,"Drama, Romance",5
Film Hi Film,"Comedy, Drama, Music",1
Film Star,Drama,1
Filmistaan,Comedy,1
Filter Coffee Liquor Cha,Drama,1
Finding Fanny,"Adventure, Comedy, Drama",4
Firaaq,"Drama, History, Thriller",1
Firangi,"Comedy, Drama",1
Fire,"Drama, Romance",5
Fire in the Blood,"Documentary, History",1
Fire in the Mountains,Drama,1
Fired,Horror,0
Fireflies,"Drama, Family",1
Fireflies in the Abyss,"Documentary, Drama",1
First Love Letter,Romance,5
First Rank,"Action, Drama, Sport",7
Fitoor,"Drama, Romance",5
Fiza,"Action, Crime, Drama",1
Flame: An Untold Love Story,Drama,1
Flat 211,"Crime, Mystery, Thriller",1
Flight,"Action, Thriller",1
Flying Colors,Drama,1
Flying Lessons,Drama,1
Fool N Final,"Action, Comedy, Crime",1
Foot Path,"Comedy, Crime, Drama",1
Footfairy,"Crime, Thriller",1
Footpath,"Action, Crime, Drama",1
Force,"Action, Crime, Drama",1
Force 2,"Action, Adventure, Thriller",4
Foto,Comedy,1
Four Faces of India,Drama,1
Four Pillars of Basement,"Action, Mystery, Thriller",1
Four Two Ka One,Comedy,1
Fox,"Crime, Drama, Mystery",1
Fraud Saiyaan,"Comedy, Drama",1
Freaky Ali,"Comedy, Sport",7
Fredrick,"Action, Thriller",1
Friends In Law,Comedy,1
Friendship,"Action, Crime, Drama",1
Friendship,"Comedy, Drama, Romance",5
Frozen,Drama,1
Fruit & Nut,"Comedy, Crime, Drama",1
FryDay,"Comedy, Drama",1
Fuddu,"Comedy, Drama",1
Fugly,"Drama, Thriller",1
Fukrey,"Comedy, Drama, Romance",5
Fukrey Boyzzz: Space Mein Fukrapanti,"Animation, Comedy, Family",1
Fukrey Returns,Comedy,1
Full Moon,"Drama, Musical, Romance",3
Fun: Can Be Dangerous Sometimes,Thriller,1
Future to Bright Hai Ji,Drama,1
G Kutta Se,Drama,1
Gaai Aur Gori,"Drama, Family",1
Gaban,"Crime, Drama, Romance",5
Gabbar is Back,"Action, Comedy, Crime",1
Gabbar Singh,Action,1
Gadar: Ek Prem Katha,"Action, Drama, Romance",5
Gaddaar,"Action, Drama, Romance",5
Gafla,Drama,1
Gair,"Action, Drama",1
Gair Kaanooni,"Action, Comedy, Drama",1
Gaja Gamini,"Drama, Fantasy",1
Gajendra,Action,1
Gali Gali Chor Hai,"Comedy, Drama, Family",1
"Gallit Gondhal, Dillit Mujra",Comedy,1
Gaman,Drama,1
Gambeeram,"Action, Comedy, Crime",1
Gambler,"Crime, Romance, Thriller",5
Gambler,"Action, Comedy, Crime",1
Game,"Action, Crime, Drama",1
Game,"Action, Crime, Drama",1
Game,"Action, Crime, Drama",1
Game of Ayodhya,"Documentary, Drama",1
Game Over,Thriller,1
Game Paisa Ladki,Drama,1
Gandhi,"Biography, Drama, History",1
Gandhi to Hitler,"Drama, History, War",6
"Gandhi, My Father","Biography, Drama, History",1
Gandhigiri,Drama,1
Gandhiji My Mentor,"Drama, History",1
Gandhinagar 2nd Street,"Comedy, Family, Romance",5
Gang,"Action, Crime, Drama",1
Gang of Ghosts,"Comedy, Horror",0
Gang of Littles,Drama,1
Ganga,"Action, Drama, Music",1
Ganga Aur Suraj,Drama,1
Ganga Ki Saugand,"Action, Drama",1
Ganga Meri Maa,Drama,1
Gangaa Jamunaa Saraswathi,"Action, Drama, Romance",5
Gangaajal,"Action, Crime, Drama",1
Gangoobai,"Drama, Family",1
Gangs of Wasseypur,"Action, Comedy, Crime",1
Gangster,"Action, Crime, Drama",1
Gangvaa,"Action, Drama",1
Gaon,Drama,1
Gaon Hamara Shaher Tumhara,"Drama, Family, Romance",5
Garam,Drama,1
Garam Coat,Drama,1
Garam Masala,"Comedy, Musical, Action",3
Garam Masala,Comedy,1
Garbage,"Drama, Thriller",1
Gardish,"Action, Crime, Drama",1
Garm Hava,Drama,1
Gattu,Drama,1
Gauraiya,Crime,1
Gauri,"Drama, Family",1
Gauri: The Unborn,"Drama, Horror, Thriller",0
Gauru: Journey of Courage,Family,1
Gautam Govinda,"Action, Crime, Drama",1
Gautam Govinda,Action,1
Gawaahi,Mystery,1
Gayab,"Drama, Fantasy, Thriller",1
Geet,Drama,1
Geet Gaata Chal,"Comedy, Drama, Family",1
Geetanjali,Drama,1
Gehrayee,"Drama, Horror",0
Gehri Chaal,"Action, Crime, Thriller",1
Gemini,"Action, Comedy, Crime",1
Genesis,Drama,1
Genius,"Action, Thriller",1
Gentleman,"Comedy, Crime, Musical",3
Geraftaar,"Action, Drama",1
Ghajini,"Action, Drama, Mystery",1
Ghanchakkar,"Comedy, Crime, Thriller",1
Ghar,"Drama, Romance",5
Ghar Basake Dekho,"Comedy, Drama",1
Ghar Bazar,"Action, Crime, Drama",1
Ghar Dwaar,Drama,1
Ghar Ek Mandir,Drama,1
Ghar Ghar Ki Kahani,"Comedy, Drama",1
Ghar Ghar Ki Kahani,"Drama, Family",1
Ghar Grihasti,"Drama, Family",1
Ghar Ho To Aisa,Drama,1
Ghar Jamai,"Comedy, Family",1
Ghar Ka Chiraag,Drama,1
Ghar Ka Chirag,Drama,1
Ghar Ka Sukh,"Drama, Family",1
Ghar Ki Izzat,"Drama, Family",1
Ghar Mein Ram Gali Mein Shyam,"Drama, Family, Action",1
Gharana,"Comedy, Drama, Family",1
Gharaonda,"Drama, Romance",5
Gharwali Baharwali,Comedy,1
Ghashiram Kotwal,"Biography, History",1
Ghatak: Lethal,"Action, Drama",1
Ghatothkach,"Animation, Family",1
Ghayal,"Action, Crime, Drama",1
Ghayal Once Again,"Action, Crime, Drama",1
Ghazab,"Action, Comedy, Drama",1
Ghazab Tamasha,"Comedy, Romance",5
Gho Gho Rani,"History, Romance",5
Ghoomketu,Comedy,1
Ghoonghat,"Action, Comedy, Drama",1
Ghost,Horror,0
Ghost,"Horror, Thriller",0
Ghost Stories,"Horror, Thriller",0
Ghulam,"Action, Crime, Drama",1
Ghulam Begam Badshah,"Drama, Family",1
Ghulam Begum Badshah,"Drama, History",1
Ghulam-E-Musthafa,"Action, Crime, Drama",1
Ghulami,"Action, Drama",1
Ghungroo Ki Awaaz,"Mystery, Thriller",1
Ghutan,Horror,0
Giddh: The Vulture,Drama,1
Ginny Weds Sunny,"Comedy, Drama, Romance",5
Gippi,"Comedy, Drama",1
Girlfriend,Drama,1
Glamour Girl,Crime,1
Global Baba,Thriller,1
Go,"Crime, Drama, Romance",5
Go Goa Gone,"Action, Adventure, Comedy",4
Goa Dalli CID 999,"Crime, Thriller",1
God of gods,Documentary,1
God Tussi Great Ho,"Comedy, Drama, Fantasy",1
Godaan,Drama,1
Godam,Drama,1
Godmother,"Crime, Drama, Thriller",1
GOLD,"Drama, History, Sport",7
Golden Eyes Secret Agent 077,"Action, Crime, Mystery",1
Golimar,"Action, Crime, Thriller",1
Golmaal 3,"Action, Comedy",1
Golmaal Again,"Action, Comedy, Fantasy",1
Golmaal Returns,"Comedy, Crime, Mystery",1
Golmaal: Fun Unlimited,"Action, Comedy, Drama",1
Gone Kesh,"Comedy, Drama",1
"Good Boy, Bad Boy","Comedy, Musical",3
Good Newwz,Comedy,1
Gooli,"Action, Drama, Romance",5
Goonj,"Action, Drama, Musical",3
Goonj Uthi Shehnai,"Musical, Romance",3
Goopi Gawaiya Bagha Bajaiya,"Animation, Comedy, Drama",1
Gopal Krishna,Fantasy,1
Gopi,"Action, Comedy, Drama",1
Gopi Kishan,"Action, Comedy, Drama",1
Gopichand Jasoos,"Comedy, Thriller",1
Gopinath,Drama,1
Gora Aur Kala,"Action, Comedy, Drama",1
Gori Tere Pyaar Mein!,"Comedy, Drama, Romance",5
Gour Hari Dastaan: The Freedom File,"Biography, Drama",1
Govindha Govindha,"Action, Crime, Drama",1
GRADE,Drama,1
Grahan,"Crime, Drama",1
Grahasti,"Drama, Family",1
Grand Masti,"Comedy, Drama, Thriller",1
Great Grand Masti,"Comedy, Drama, Fantasy",1
Greater Elephant,Comedy,1
Griha Pravesh,"Drama, Romance",5
Guddi,"Drama, Comedy, Family",1
Guddu,"Drama, Romance",5
Guddu Ki Gun,Comedy,1
Guddu Rangeela,"Comedy, Drama",1
Gudgudee,"Musical, Romance",3
Gudia,Drama,1
Guest iin London,Comedy,1
Guide,"Drama, Musical, Romance",3
Guilty,"Drama, Thriller",1
Gul Makai,"Biography, Drama, War",6
Gulaab Gang,"Action, Drama",1
Gulaal,"Crime, Drama, Thriller",1
Gulabi Gang,Documentary,1
Gulabo Sitabo,"Comedy, Drama",1
Gully Boy,"Drama, Music, Romance",5
Gumnaam,"Drama, Mystery, Thriller",1
Gumnaam: The Mystery,"Action, Crime",1
Gumnaami,"Action, Drama, History",1
Gumrah,"Drama, Romance",5
Gumrah,"Action, Crime, Drama",1
Gunaah,"Action, Thriller",1
Gunaah,"Crime, Drama, Thriller",1
Gunah Aur Kanoon,Crime,1
Gunahon Ka Devta,Drama,1
Gunahon Ka Devta,Action,1
Gunahon Ka Faisla,Action,1
Gunda,"Action, Crime, Drama",1
Gunda,"Action, Comedy, Crime",1
Gundaraj,Action,1
Gunday,"Action, Drama, Musical",3
Gunehgar,Drama,1
Gunga Jumna,"Action, Drama, Musical",3
Gunjan Saxena: The Kargil Girl,"Action, Biography, Drama",1
Guns of Banaras,Action,1
Gunwali Dulhaniya,"Comedy, Romance",5
Gupt: The Hidden Truth,"Action, Crime, Mystery",1
Gurgaon,"Crime, Thriller",1
Guru,Crime,1
Guru,"Action, Crime, Drama",1
Guru,Action,1
Guru,Drama,1
Guru Sishyan,"Action, Comedy",1
Guru Sishyan,Romance,5
Guru Suleman Chela Pahelwan,"Action, Comedy",1
Gurudev,"Action, Drama, Romance",5
Gustakhi Maaf,Comedy,1
Guy in the blue,"Mystery, Romance, Thriller",5
Guzaarish,"Drama, Romance",5
Gyara Hazar Ladkian,Drama,1
Haal-e-Dil,"Drama, Romance",5
Haan Maine Bhi Pyaar Kiya,"Drama, Musical, Romance",3
Haasil,"Crime, Drama, Romance",5
Haat - The Weekly Bazaar,Drama,1
Haath Ki Safai,"Action, Drama",1
Haathi Ka Anda,Adventure,4
Haathi Mere Saathi,"Drama, Family, Musical",3
Haathkadi,"Family, Drama, Thriller",1
Haathkadi,"Action, Comedy, Drama",1
Haathon Ki Lakeeren,"Musical, Drama, Family",3
Haatim Tai,"Drama, Fantasy, Romance",5
Hacked,Thriller,1
Hadh Kar Di Aapne,"Comedy, Romance",5
Hafta Vasuli,Action,1
Haggada Kone: End of the Rope,Drama,1
Hai Apna Dil Toh Awara,Comedy,1
Hai Golmaal in White House,Comedy,1
Haider,"Action, Crime, Drama",1
Hair is Falling: A Serious Comedy Film,"Comedy, Drama",1
Haisiyat,"Action, Drama, Romance",5
Haiwan,"Musical, Mystery, Thriller",3
Halahal,"Crime, Drama, Mystery",1
Halaku,"Adventure, Drama, Musical",3
Half Girlfriend,"Drama, Romance",5
Half Songs,"Music, Romance",5
Half Ticket,"Musical, Comedy, Romance",3
Halkaa,"Drama, Family",1
Halla Bol,"Crime, Drama",1
Halo,"Drama, Family",1
Ham Sab Chor Hain,Comedy,1
Hamaara Sansaar,Drama,1
Hamara Dil Aapke Paas Hai,"Action, Drama, Romance",5
"Hamara Shahar - Bombay, Our City",Documentary,1
Hamara Tiranga,"Adventure, Drama, History",4
Hamari Adhuri Kahani,"Drama, Romance",5
Hameshaa,"Action, Drama, Romance",5
Hamid,Drama,1
Hamraaz,"Musical, Mystery, Thriller",3
Hamrahi,"Drama, Family",1
Hamrahi,"Drama, Romance",5
Hanan,"Musical, Action, Drama",3
Hanky Panky,"Comedy, Romance",5
Hansa,Drama,1
Hansa: Ek Sanyog,Drama,1
Hanste Khelte,Crime,1
Hanuman,Animation,1
Hanuman Da Damdaar,"Animation, Family",1
Hanuman Vijay,Fantasy,1
Happi,"Comedy, Drama",1
Happy Bhaag Jayegi,"Comedy, Romance",5
Happy Ending,"Comedy, Romance",5
Happy Hardy and Heer,"Comedy, Romance",5
Happy Husbands,"Comedy, Drama",1
Happy New Year,"Action, Comedy, Crime",1
Happy Phirr Bhag Jayegi,Comedy,1
Haqeeqat,"Action, Musical, War",6
Haqeeqat,"Crime, Drama",1
Haqeeqat,"Action, Drama, Romance",5
Haque,Drama,1
Har Dil Jo Pyar Karega...,"Comedy, Drama, Musical",3
Har Har Gange,"Adventure, Drama, Fantasy",4
Har Har Mahadev,Fantasy,1
Har Kisse Ke Hisse: Kaamyaab,Drama,1
Haraamkhor,"Drama, Romance",5
Harami,"Crime, Drama, Romance",5
Hare Kanch Ki Chooriyan,"Drama, Family, Romance",5
Har� Rama Har� Krishna,"Drama, Musical",3
Harfan Maulaa,"Action, Crime, Drama",1
Hari Darshan,Fantasy,1
Hari Om,"Romance, Comedy",5
Hari Puttar: A Comedy of Terrors,"Comedy, Drama, Family",1
Hari-Bhari,"Drama, Family",1
Hariyali Aur Rasta,"Musical, Drama, Romance",3
Hasee Toh Phasee,"Comedy, Romance",5
Haseena,Comedy,1
Haseena Maan Jaayegi,"Action, Comedy, Romance",5
Haseena Maan Jayegi,"Action, Drama, Musical",3
Haseenon Ka Devata,"Action, Crime, Drama",1
Hasti,Action,1
Hate Story,"Drama, Thriller",1
Hate Story 2,"Drama, Thriller",1
Hate Story 3,"Drama, Thriller",1
Hate Story IV,"Crime, Drama, Thriller",1
Hatey Bazarey,Drama,1
Hathyar,"Action, Crime",1
Hathyar: Face to Face with Reality,"Action, Crime, Drama",1
Hattrick,"Comedy, Drama, Romance",5
Hatya,"Action, Crime, Drama",1
Hatya: The Murder,"Action, Crime, Drama",1
Hatyara,Action,1
Hatyarin,Horror,0
Haunted - 3D,"Action, Fantasy, Horror",0
Haunted Hills,Horror,0
Hava Aney Dey,Drama,1
Hawa,"Drama, Horror, Thriller",0
Hawaa Hawaai,"Drama, Family, Sport",7
Hawaizaada,"Biography, Drama",1
Hawas,"Drama, Romance, Thriller",5
Hawayein,"Drama, Romance",5
Haye Mera Dil,Drama,1
Hazaar Chaurasi Ki Maa,Drama,1
Hazaaron Khwaishein Aisi,Drama,1
Heartless,"Drama, Family, Romance",5
Heer Raanjha,"Musical, Romance, Drama",3
Heer Ranjha,"Drama, Romance",5
Heera Lal Panna Lal,"Drama, Action, Comedy",1
Heeron Ka Chor,Action,1
Helicopter Eela,Drama,1
Hello,"Drama, Romance",5
Hello Brother,"Action, Comedy, Fantasy",1
Hello Charlie,Comedy,1
Hello Darling,"Comedy, Drama",1
Hello Hum Lallann Bol Rahe Hain,"Comedy, Drama",1
Hello Mumbai: Salaam Mumbai,"Comedy, Drama, Romance",5
Hello Zindagi,"Drama, Family",1
Help,"Horror, Thriller",0
Henna,"Drama, Romance, Musical",3
Hera Pheri,"Action, Comedy, Crime",1
Hera Pheri,"Action, Comedy, Crime",1
Hercules,Adventure,4
Hero,"Action, Drama, Romance",5
Hero,"Action, Drama, Musical",3
Hero Hindustani,"Action, Comedy, Drama",1
